"nationality","region","unit","month","time","Overnight stays"
"Unknown","Kommuneqarfik Sermersooq Vest","Average overnight stays per guest","Total","2020",0.0
"Unknown","Kommuneqarfik Sermersooq Vest","Average overnight stays per guest","Total","2021",0.0
"Unknown","Kommuneqarfik Sermersooq Vest","Average overnight stays per guest","Total","2022",5.8
"Unknown","Kommuneqarfik Sermersooq Vest","Average overnight stays per guest","Total","2023",2.5
"Unknown","Kommuneqarfik Sermersooq Vest","Average overnight stays per guest","Total","2024",0.0
"Unknown","Kommuneqarfik Sermersooq Øst","Number of overnight stays","Total","2020",8282
"Unknown","Kommuneqarfik Sermersooq Øst","Number of overnight stays","Total","2021",10764
"Unknown","Kommuneqarfik Sermersooq Øst","Number of overnight stays","Total","2022",14424
"Unknown","Kommuneqarfik Sermersooq Øst","Number of overnight stays","Total","2023",14595
"Unknown","Kommuneqarfik Sermersooq Øst","Number of overnight stays","Total","2024",16302
"Unknown","Kommuneqarfik Sermersooq Øst","Number of guests","Total","2020",1939
"Unknown","Kommuneqarfik Sermersooq Øst","Number of guests","Total","2021",2200
"Unknown","Kommuneqarfik Sermersooq Øst","Number of guests","Total","2022",3853
"Unknown","Kommuneqarfik Sermersooq Øst","Number of guests","Total","2023",4486
"Unknown","Kommuneqarfik Sermersooq Øst","Number of guests","Total","2024",5037
"Unknown","Kommuneqarfik Sermersooq Øst","Average overnight stays per guest","Total","2020",4.3
"Unknown","Kommuneqarfik Sermersooq Øst","Average overnight stays per guest","Total","2021",4.9
"Unknown","Kommuneqarfik Sermersooq Øst","Average overnight stays per guest","Total","2022",3.7
"Unknown","Kommuneqarfik Sermersooq Øst","Average overnight stays per guest","Total","2023",3.3
"Unknown","Kommuneqarfik Sermersooq Øst","Average overnight stays per guest","Total","2024",3.2
